"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","ROC","DESCRIPTION","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U55101PY1991PTC000729","1-11-1991","HOTEL MASS CLASSIQUE PVT. LTD","DORMANT","PRIV","CLSH",1.48219693752374e-317,1.48219693752374e-317,"Pondicherry","RoC-Pondicherry","Trading","152 MARAIMALAI ADIGICSALAI PONDICHERRY 01 PONDICHERRY 01 Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1991PTC000759","8-8-1991","BELL HOTELS PVT LTD","ACTIVE","PRIV","CLSH",2.46341131016446e-316,2.45847065370604e-316,"Pondicherry","RoC-Pondicherry","Trading","156, I FLOOR, ARABINDO STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1992PTC000843","11-20-1992","HOTEL SOORYA PVT. LTD.,","ACTIVE","PRIV","CLSH",1.53160350210786e-317,1.53160350210786e-317,"Pondicherry","RoC-Pondicherry","Trading","23, ST. THERESA ST.,PONDICHERRY-605001. PONDICHERRY-605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1993PTC000884","4-23-1993","AUBERGE HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,2.47032822920623e-317,"Pondicherry","RoC-Pondicherry","Trading","23, GOUBERT AVENUE PONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1994PLC000953","3-30-1994","GEMINI HOTELS AND HOLDINGS LIMITED","AMALGAMATED","PUBC","CLSH",1.23516411460312e-315,0,"Pondicherry","RoC-Pondicherry","Trading","26, VENKATA NAGAR,1 CROSS STREET, PONDICHERRY-605011. PONDICHERRY-605 011. Pondicherry INDIA","Indian Non-Government Company"
"U55101PY1994PTC000957","4-15-1994","VAILANKANNI HOTELS P. LTD","ACTIVE","PRIV","CLSH",2.47032822920623e-317,1.08694442085074e-318,"Pondicherry","RoC-Pondicherry","Trading","381 M.G. ROAD,PONDICHERRY 605 001 PONDICHERRY 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1995PLC001101","6-20-1995","BEACH HOTEL AND PROPERTIES (INDIA) LIMITED","STRIKE OFF","PUBC","CLSH",9.88131291682493e-317,0,"Pondicherry","RoC-Pondicherry","Trading","31, MAIN ROAD,NATESAN NAGAR, PONDICHERRY-605006. PONDICHERRY-605 006. Pondicherry INDIA","Indian Non-Government Company"
"U55101PY1995PTC001163","11-22-1995","JAYARAM HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,4.94065645841247e-317,"Pondicherry","RoC-Pondicherry","Trading","185, VYSIAL STREET,PONDICHERRY-605001. PONDICHERRY-605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1996PTC001267","10-15-1996","FIVESTAR RESORTS INDIA PRIVATE LIMITED","DORMANT","PRIV","CLSH",1.48219693752374e-317,4.46141278194646e-318,"Pondicherry","RoC-Pondicherry","Trading","5 ANBAGAMSANJAI GANDHI NAGAR PONDICHERRY 605 013 PONDICHERRY 605 013 Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY1997PTC001305","3-18-1997","LITTLE RIVER CLUB AND RESORTS INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.22329540628561e-318,"Pondicherry","RoC-Pondicherry","Trading","72, KAMATCHI AMMAN KOIL ST.,PONDICHERRY-1. PONDICHERRY-1. Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1997PTC001329","6-23-1997","FANCY INTERNATIONAL HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","75 II CROSS STREETCHITTANGUDI PONDICHERRY 605 013 PONDICHERRY 605 013 Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY1997PTC001353","11-6-1997","ASHOK KUMAR HOTELS (CUDDALORE) PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.71736105212686e-317,1.36016272300095e-317,"Pondicherry","RoC-Pondicherry","Trading","NO.11, NILAYA STREET,SHANMUGAPURAM, PONDICHERRY-9. Pondicherry INDIA","Indian Non-Government Company"
"U55101PY1997PTC001358","12-1-1997","PONDICHERRY EXECUTIVE INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.14,, PERUMAL KOIL STREET,PONDICHERRY-605001. PONDICHERRY-605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1998PTC001377","2-11-1998","HOTEL CASSINI PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.96439387504748e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","270 MARAIMALAI ADIGAL SALAIPONDICHERRY 605 013 PONDICHERRY 605 013 Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY1998PTC001411","6-19-1998","HOTEL ANNAMALAI INTERNATIONAL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-317,9.83190635224081e-317,"Pondicherry","RoC-Pondicherry","Trading","479 KAMARAJ SALAI,SARAM PONDICHERRY 13. PONDICHERRY 13. Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY1998PTC001432","10-15-1998","KING CASTLE INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.1116477031428e-316,9.88131291682493e-317,"Pondicherry","RoC-Pondicherry","Trading","NO.43 THOMAS ARUL STREETKARAIKAL 609 602 Pondicherry INDIA","Indian Non-Government Company"
"U55101PY1998PTC001434","10-15-1998","GALLERY HOTELS (INDIA) PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-318,7.39616271824346e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.13, LAL BAHADUR SASTRY STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1999PTC001493","9-29-1999","LES COMPTOIRS DE L'INDE PRIVATE LIMITED","DORMANT","PRIV","CLSH",7.4109846876187e-318,5.4297814477953e-318,"Pondicherry","RoC-Pondicherry","Trading","52, ROMAN ROLLAND STREET,PONDICHERRY-605001. PONDICHERRY Pondicherry INDIA","Indian Non-Government Company"
"U55101PY2000PTC001212","2-3-2000","PONDICHERRY HOTELS PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.47032822920623e-317,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","75,II CROSS ST,CHITTANKUDI,PONDICHERRY 605013 605013 Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY2000PTC001554","9-13-2000","HOTEL COROMANDEL BEACH RESORTS PONDICHERRY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Trading","169,LAL BAHADUR STREET,PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2001PTC001606","7-26-2001","GKCP HOTEL AND RESORT PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","RAVI APPARTMENT,IIND FLOOR,II CROSS, SHANTHI NAGAR PONDICHERRY - 605 011 PONDICHERRY - 605 011 Pondicherry INDIA 605011","Indian Non-Government Company"
"U55101PY2001PTC001611","10-18-2001","KAMALA RESIDENCY PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.5, I CROSS,100 FEET ROAD, PONDY -5. PONDICHERRY - 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2001PTC002822","12-11-2001","JOY'S THE BEACH RESORT PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.0997789948253e-316,1.99602520919864e-316,"Pondicherry","RoC-Pondicherry","Trading","No 3 Lake View Road Pudukuppam Nallavadu Post Puducherry Pondicherry INDIA 605007","Indian Non-Government Company"
"U55101PY2002PTC001663","9-16-2002","JAY HOTELS AND TRAVELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","36 SIRUNDERI MUTT ROAD100 FT ROAD ELLAPILLAI CHAVADI PONDICHERRY - 605 005 Pondicherry INDIA 605005","Indian Non-Government Company"
"U55101PY2003PTC001702","4-16-2003","VENUGOPAL INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,2.47032822920623e-317,"Pondicherry","RoC-Pondicherry","Trading","NO.240, JAWAHARLAL NEHRU ST.,PONDICHERRY-605001. 605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2003PTC001708","5-28-2003","SANTA PONSA RESORTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.27, NEW STREET,BARATHIPURAM, PONDICHERRY-605011. 605011. Pondicherry INDIA 605011","Indian Non-Government Company"
"U55101PY2004PTC001796","7-15-2004","HOTEL M.G.RESIDENCY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","T.S.NO.34/2 [DOOR NO.NIL]MARAIMALAI ADIGAL SALAI, PONDICHERRY-605005. 605005. Pondicherry INDIA 605005","Indian Non-Government Company"
"U55101PY2004PTC001800","8-17-2004","DEEDI RESORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-316,4.57010722403153e-316,"Pondicherry","RoC-Pondicherry","Trading","NO. 3, LAKE VIEW ROAD PUDUKUPPAM, NALLAWAD POST PONDICHERRY Pondicherry INDIA 605007","Indian Non-Government Company"
"U55101PY2005PTC001832","1-5-2005","RAMS REGENCY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,5.92878775009496e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.10,VELLAN STREETT.R. PATTINAM, KARIAKAL-609602. Pondicherry INDIA 609602","Indian Non-Government Company"
"U55101PY2005PTC001841","2-9-2005","RAGHANY HOTELS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.28, RAJARAJESWARI NAGAR,PONDICHERRY-605011. 605011. Pondicherry INDIA 605011","Indian Non-Government Company"
"U55101PY2005PTC001860","4-20-2005","HOTEL N.S.R. PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.22329540628561e-316,2.07507571253324e-316,"Pondicherry","RoC-Pondicherry","Trading","NO.5/6, LENIN STREET,KOSAPALAYAM, PONDICHERRY-605013. 605013. Pondicherry INDIA","Indian Non-Government Company"
"U55101PY2005PTC001865","5-11-2005","NAVAYOGAM RESIDENCY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",8.89318162514244e-318,8.89318162514244e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.45, SALAI STREET,MUTHIALPET, PONDICHERRY-605003. 605003. Pondicherry INDIA 605003","Indian Non-Government Company"
"U55101PY2005PTC001877","6-23-2005","SRI BHUVANESWARI ENTERPRISES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.23, ROMAIN ROLLAND STREET,PONDICHERRY-605001. 605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2005PTC001896","9-2-2005","ARUL INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.57, UPPUKARA STREET,ARIYANKUPPAM, PONDICHERRY-605007. 605007. Pondicherry INDIA 605007","Indian Non-Government Company"
"U55101PY2005PTC001899","9-9-2005","GREEN GARDEN RESTAURANT PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","BALAJI GARDEN,100 FEET ROAD, LAWSPET, PONDICHERRY-605008. 605008. Pondicherry INDIA 605008","Indian Non-Government Company"
"U55101PY2005PTC001907","10-12-2005","ROYALE KRISHNA HOTELS AND RESORTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.25, VALLALAR SALAI,KAMARAJ NAGAR, PONDICHERRY-605011. 605011. Pondicherry INDIA 605011","Indian Non-Government Company"
"U55101PY2005PTC001915","11-17-2005","HOTEL AKAASH INTERNATIONAL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,2.27270197086973e-317,"Pondicherry","RoC-Pondicherry","Trading","25, SITHANKUDI, PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY2005PTC001926","12-29-2005","HOTEL D EUROPE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.48219693752374e-318,1.48219693752374e-318,"Pondicherry","RoC-Pondicherry","Trading","96 M G ROADPONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2006PTC001936","2-3-2006","VIJAY KIRAN RESORTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","26 VYSIAL STPONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2006PTC001939","2-7-2006","BEBS RESORTS PRIVATE LIMITED","AMALGAMATED","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","MANAVELY REVENUE VILLAGE MARAIMALAI ADIGAL STREET, CHINAVEERAM PATTINAM ARIYANKUPPUAM POST Pondicherry INDIA 605007","Indian Non-Government Company"
"U55101PY2006PTC001942","2-13-2006","KAILASH EARTH N HEALTH PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 112RUE LAPORTE PONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2006PTC001968","6-21-2006","ARIA HOTEL MANAGEMENT COMPANY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-316,6.51226000927328e-316,"Pondicherry","RoC-Pondicherry","Trading","No. 22, LAPORTE STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2006PTC001982","9-6-2006","SRI JAYAM RESIDENCY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,0,"Pondicherry","RoC-Pondicherry","Trading","82, NANDHA ILLAM, MAIN ROAD LAWSPET PONDICHERRY Pondicherry INDIA 605008","Indian Non-Government Company"
"U55101PY2006PTC002001","11-1-2006","PONDICHERRY BEACH RESORTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Trading","NO.169,LAL BAHADUR SHASTRI STREET, PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2006PTC002006","11-16-2006","MBRS HOTEL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,4.81071719355622e-317,"Pondicherry","RoC-Pondicherry","Trading","1 SANDIRASEGARANE STREET AYYANAR NAGAR PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY2006PTC002013","12-8-2006","FIRST SALT & PEPPER 24 HRS RESTAURANT PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.86, FIRST FLOOR, SRI JSL SHOPPING CENTRE, M.G. ROAD, MUTHIALPET, PONDICHERRY Pondicherry INDIA 605003","Indian Non-Government Company"
"U55101PY2006PTC002014","12-11-2006","NTS HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.60571334898405e-316,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.211 CHETTY STEET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2007PTC002021","1-2-2007","JEEVAJALDHARA RESORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",3.45845952088873e-317,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","31, LABOURDONNAIS STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2007PTC002029","2-27-2007","KING'S HOTEL INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.77863632502849e-316,1.73417041690278e-316,"Pondicherry","RoC-Pondicherry","Trading","No. 255, THIRUNALLAR ROAD KARAIKKAL PONDICHERRY Pondicherry INDIA 609209","Indian Non-Government Company"
"U55101PY2007PTC002033","2-28-2007","YELNEE HOTELS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Trading","1/8 SANDIRASEGARANE STREET AYYANAR NAGAR PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY2007PTC002041","3-14-2007","PANCHARATHNA HOTELS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,0,"Pondicherry","RoC-Pondicherry","Trading","NO.2, GANGAI AMMAN KOIL STREET THATTANCHAVADY PONDICHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U55101PY2007PTC002061","5-28-2007","PRIYANGA RESIDENCY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","PONDICHERRY INN BUILDING No.5 VALLALAR SALAI, 45 FEET ROAD, KAMARAJ NAGAR PONDICHERRY Pondicherry INDIA 605005","Others"
"U55101PY2007PTC002063","5-31-2007","LIBARRTY INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","No 5, AMBEDKAR SALAI, UPPALAM PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2007PTC002064","5-31-2007","SARVAMANGALAM INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Trading","NO 128, KANDAPPA MUDALI ST PONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2007PTC002085","8-22-2007","SAI SHAGAR HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.33, 4TH CROSS EXTENTION, RAINBOW NAGAR, PUDUCHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U55101PY2007PTC002094","9-27-2007","BOUGAINVILLE RESORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,4.94065645841247e-317,"Pondicherry","RoC-Pondicherry","Trading","21, SRINIVASAN NAGAR, VALLUR MEDU, PILLAIYARKUPPAM KIRUMAMPAKKAM PONDICHERRY Pondicherry INDIA 607402","Indian Non-Government Company"
"U55101PY2007PTC002095","10-10-2007","TAMIL COTTAGE PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","82, LAL BAHADUR SHASTRI STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2007PTC002101","11-2-2007","JEFFRIES RESORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","219, LAL BAHADUR SHASTRI STREET, PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2007PTC002105","11-19-2007","NEW LAND HOTEL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,0,"Pondicherry","RoC-Pondicherry","Trading","17/1,SOWNDIRAMBAL SANNATHI STREET KARAIKAL Pondicherry INDIA 609602","Indian Non-Government Company"
"U55101PY2007PTC002112","12-13-2007","SRIRAM HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","R.S.NO.151/1, 153/1, VILLUPURAM MAIN ROAD ARIYAPALAYAM, VILLIANUR, PONDICHERRY Pondicherry INDIA 605110","Indian Non-Government Company"
"U55101PY2008PLC002178","6-5-2008","SOUTH INDIAN MINT AND AROMATIC PRODUCTS LIMITED","ACTIVE","PUBC","CLSH",2.96439387504748e-316,2.47032724107494e-316,"Pondicherry","RoC-Pondicherry","Trading","14 VANIDASAN STREET KAMARAJ NAGAR PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U55101PY2008PTC002119","1-8-2008","HOTEL ANANDHIRAM HERITAGE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","2, VEERASAMY NAICKER STREET KARAIKAL SOUTH PONDICHERRY Pondicherry INDIA 609602","Indian Non-Government Company"
"U55101PY2008PTC002120","1-9-2008","AVS HOSPITALITY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 239 CHURCH STREET, KARAIKAL Pondicherry INDIA 609602","Indian Non-Government Company"
"U55101PY2008PTC002125","2-1-2008","SARVAMANGALAM HOSPITALITY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","BLOCK B II FLOOR, VIKAS GARDEN, NO 57, PAPPAMMAL KOIL STREET, VAITHIKUPPAM, Pondicherry Pondicherry INDIA 605003","Indian Non-Government Company"
"U55101PY2008PTC002160","4-16-2008","MANO HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,0,"Pondicherry","RoC-Pondicherry","Trading","NO. 109 BHARATHIYAR ROAD KARAIKAL Pondicherry INDIA 609602","Indian Non-Government Company"
"U55101PY2008PTC002181","6-13-2008","ASPHER HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","OLD PURANANKUPPAM STREET MANAVELI VILLAGE, ARIYANKUPPAM COMMUNE ARIYANKUPPAM Pondicherry INDIA 605007","Indian Non-Government Company"
"U55101PY2008PTC002183","6-13-2008","SANKARI COTTAGES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.44659081257122e-318,4.01971809456438e-318,"Pondicherry","RoC-Pondicherry","Trading","19,VINAYAGAR KOIL STREET SOKKANATHANPET,THATTANCHAVADY(POST) PONDICHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U55101PY2008PTC002195","7-21-2008","DELAMY TOURS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",3.70549234380935e-317,0,"Pondicherry","RoC-Pondicherry","Trading","83, KUYAVAR PALAYAM PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY2008PTC002211","8-20-2008","LA VILLA HOTEL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,1.7960274357621e-317,"Pondicherry","RoC-Pondicherry","Trading","1, SANDIRASEGARANE STREET AYYANAR NAGAR PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY2008PTC002215","9-12-2008","NATURA FOODS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.3,VEERAMAMUNIVAR STREET COLAS NAGAR PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2009PTC002251","1-5-2009","ALTAIR GUEST HOUSE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Trading","21 HOSPITAL STREET METTUPALAYAM PONDICHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U55101PY2009PTC002256","1-20-2009","ARGONAUTS TOURISM PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","86, CANTEEN STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY2009PTC002271","3-11-2009","SOUTHERN INDO LEISURE AND CULTURE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NEW NO 9 & OLD NO 11 28TH CROSS, 4TH MAIN ROAD, AVVAI NAGAR LAWSPET Pondicherry INDIA 605008","Indian Non-Government Company"
